IATA_CODE,AIRPORT,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE
OAS,Sharana Airstrip,Sharana,Paktika,AF,33.12575,68.83852
OAH,Shindand Airport,,Herat,AF,33.3913,62.261
SGA,Sheghnan Airport,Sheghnan,Badakhshan,AF,37.567,71.5
TII,Tarin Kowt Airport,Tarin Kowt,Oruzgan,AF,32.6042,65.8658
TQN,Talolqan Airport,Taloqan,Takhar,AF,36.7707,69.532
UND,Konduz Airport,,Kunduz,AF,36.6651,68.9108
OAZ,Camp Bastion Airport,,Helmand,AF,31.8638,64.2246
ZAJ,Zaranj Airport,Zaranj,,AF,30.97222,61.86583
BAH,Bahrain International Airport,Manama,Muharraq,BH,26.2708,50.6336
AHB,Abha Regional Airport,Abha,,SA,18.2404,42.6566
HOF,Al Ahsa Airport,,Eastern Province,SA,25.2853,49.4852
ABT,Al Baha Airport,,,SA,20.2961,41.6343
BHH,Bisha Airport,,,SA,19.9844,42.6209
DMM,King Fahd International Airport,Ad Dammam,Eastern Province,SA,26.4712,49.7979
DWD,Al Dawadmi Airport,Al Dawadmi,Ar-Riyaḑ,SA,24.449722,44.121111
GIZ,Jizan Regional Airport,Jizan,Jizan,SA,16.9011,42.5858
ELQ,Gassim Airport,,,SA,26.3028,43.7744
URY,Guriat Domestic Airport,,Al-Jawf,SA,31.4119,37.2795
HAS,Hail Airport,,Ḩaʼil,SA,27.4379,41.6863
QJB,Jubail Airport,Jubail,Eastern Province,SA,27.039,49.4051
JED,King Abdulaziz International Airport,Jeddah,Makkah,SA,21.6796,39.1565
HBT,King Khaled Military City Airport,King Khaled Military City,,SA,27.9009,45.5282
KMX,King Khaled Air Base,,,SA,18.2973,42.8035
MED,Prince Mohammad Bin Abdulaziz Airport,Medina,Al-Madinah-al-Munawwarah,SA,24.5534,39.7051
EAM,Nejran Airport,Nejran,Najran,SA,17.6114,44.4192
NUM,Neom Bay Airport,Neom Bay,Tabuk,SA,27.92383,35.29383
AQI,Hafr Al Batin Airport,Qaisumah,Eastern Province,SA,28.3352,46.1251
AKH,Prince Sultan Air Base,,Ar-Riyaḑ,SA,24.0627,47.5805
RAH,Rafha Domestic Airport,Rafha,Northern Borders,SA,29.6264,43.4906
RUH,King Khaled International Airport,Riyadh,,SA,24.9576,46.6988
RAE,Arar Domestic Airport,Arar,Northern Borders,SA,30.9066,41.1382
RSI,Red Sea International Airport,Hanak,Tabuk,SA,25.628333,37.088889
XXN,Riyadh Air Base,Riyadh,Ar-Riyaḑ,SA,24.7098,46.7252
SHW,Sharurah Airport,,,SA,17.4669,47.1214
AJF,Al-Jawf Domestic Airport,Al-Jawf,Al-Jawf,SA,29.7851,40.1
SLF,Sulayel Airport,,Ar-Riyaḑ,SA,20.4647,45.6196
TUU,Tabuk Airport,,Tabuk,SA,28.3654,36.6189
TIF,Taif Airport,,Makkah,SA,21.4834,40.5443
TUI,Turaif Domestic Airport,,Northern Borders,SA,31.6927,38.7312
WAE,Wadi Al Dawasir Airport,,Ar-Riyaḑ,SA,20.5043,45.1996
EJH,Al Wajh Domestic Airport,Al Wajh,Tabuk,SA,26.1986,36.4764
YNB,Yenbo Airport,,Al-Madinah-al-Munawwarah,SA,24.1442,38.0634
ZUL,Zilfi Airport,Zilfi,Ar-Riyaḑ,SA,26.35,44.833
ABD,Abadan Airport,Abadan,Khuzestan,IR,30.3711,48.2283
DEF,Dezful Airport,,Khuzestan,IR,32.4344,48.3976
AKW,Aghajari Airport,Omidiyeh,Khuzestan,IR,30.7444,49.6772
GCH,Gachsaran Airport,,Kohgiluyeh-va-Buyer-Aḩmad,IR,30.3376,50.828
OMI,Omidiyeh Airport,Omidiyeh,Khuzestan,IR,30.8352,49.5349
MRX,Mahshahr Airport,,Khuzestan,IR,30.5562,49.1519
AWZ,Ahwaz Airport,Ahwaz,Khuzestan,IR,31.3374,48.762
AEU,Abumusa Island Airport,,Hormozgan,IR,25.8757,55.033
BUZ,Bushehr Airport,Bushehr,Bushehr,IR,28.9448,50.8346
IAQ,Bastak Airport,,Hormozgan,IR,27.2127,54.3186
AOY,Asaloyeh Airport,Asaloyeh,,IR,27.4814,52.6155
KNR,Jam Airport,Kangan,Bushehr,IR,27.8205,52.3522
KIH,Kish International Airport,Kish Island,Hormozgan,IR,26.5262,53.9802
BDH,Bandar Lengeh Airport,Bandar Lengeh,Hormozgan,IR,26.532,54.8248
KHK,Khark Island Airport,,Bushehr,IR,29.2603,50.3239
SXI,Sirri Island Airport,,Hormozgan,IR,25.9089,54.5394
LVP,Lavan Island Airport,,Hormozgan,IR,26.8103,53.3563
KSH,Shahid Ashrafi Esfahani Airport,Kermanshah,Kermanshah,IR,34.3459,47.1581
IIL,Ilam Airport,Ilam,Ilam,IR,33.5866,46.4048
KHD,Khoram Abad Airport,,Lorestan,IR,33.4354,48.2829
SDG,Sanandaj Airport,,Kordestan,IR,35.2459,47.0092
IFH,Hesa Airport,Hesa,Isfahan,IR,32.9289,51.5611
KKS,Kashan Airport,,Isfahan,IR,33.8953,51.577
IFN,Esfahan Shahid Beheshti International Airport,Isfahan,Isfahan,IR,32.7508,51.8613
CQD,Shahrekord Airport,Shahrekord,Chaharmahal-and-Bakhtiari,IR,32.2972,50.8422
RAS,Sardar-e-Jangal Airport,Rasht,Gilan,IR,37.32333,49.61778
HDM,Hamadan Airport,Hamadan,Hamadan,IR,34.8692,48.5525
AJK,Arak Airport,Araak,Markazi,IR,34.1381,49.8473
NUJ,Hamadan Air Base,Hamadan,Hamadan,IR,35.2116,48.6534
IKA,Imam Khomeini International Airport,Tehran,Tehran,IR,35.4161,51.1522
THR,Mehrabad International Airport,Tehran,Tehran,IR,35.6892,51.3134
GZW,Qazvin Airport,Qazvin,Qazvin,IR,36.2401,50.0471
PYK,Payam Airport,,Alborz,IR,35.7761,50.8267
SNX,Semnan Airport,Semnan,Semnan,IR,35.5911,53.4951
BND,Bandar Abbas International Airport,Bandar Abbas,Hormozgan,IR,27.2183,56.3778
JYR,Jiroft Airport,,Kerman,IR,28.7269,57.6703
KER,Kerman Airport,Kerman,Kerman,IR,30.2744,56.9511
BXR,Bam Airport,,Kerman,IR,29.0842,58.45
HDR,Havadarya Airport,Havadarya,Hormozgan,IR,27.1583,56.1725
GSM,Dayrestan Airport,,Hormozgan,IR,26.7546,55.9024
RJN,Rafsanjan Airport,,Kerman,IR,30.2977,56.0511
SYJ,Sirjan Airport,,Kerman,IR,29.5509,55.6727
XBJ,Birjand Airport,Birjand,Khorasan-e-Jonubi,IR,32.8981,59.2661
CKT,Sarakhs Airport,Sarakhs,Razavi-Khorasan,IR,36.5012,61.0649
RUD,Shahroud Airport,,Semnan,IR,36.4253,55.1042
MHD,Mashhad International Airport,Mashhad,Razavi-Khorasan,IR,36.2352,59.641
BJB,Bojnord Airport,Bojnord,Khorasan-e-Shomali,IR,37.493,57.3082
AFZ,Sabzevar National Airport,Sabzevar,Razavi-Khorasan,IR,36.1681,57.5952
TCX,Tabas Airport,Tabas,Yazd,IR,33.6678,56.8927
KLM,Kalaleh Airport,,Mazandaran,IR,37.3833,55.452
GBT,Gorgan Airport,Gorgan,Mazandaran,IR,36.9094,54.4013
BSM,Bishe Kola Air Base,Amol,Mazandaran,IR,36.6551,52.3496
NSH,Noshahr Airport,,Mazandaran,IR,36.6633,51.4647
RZR,Ramsar Airport,,Mazandaran,IR,36.9099,50.6796
SRY,Dasht-e Naz Airport,Sari,Mazandaran,IR,36.6358,53.1936
FAZ,Fasa Airport,Fasa,Fars,IR,28.8918,53.7233
JAR,Jahrom Airport,,Fars,IR,28.5867,53.5791
LRR,Lar Airport,Lar,Fars,IR,27.6747,54.3833
LFM,Lamerd Airport,Lamerd,Fars,IR,27.3727,53.1888
SYZ,Shiraz Shahid Dastghaib International Airport,Shiraz,Fars,IR,29.5392,52.5898
YES,Yasouj Airport,,Kohgiluyeh-va-Buyer-Aḩmad,IR,30.7005,51.5451
KHY,Khoy Airport,Khoy,Az̄arbayjan-e-Gharbi,IR,38.4275,44.9736
ADU,Ardabil Airport,Ardabil,Ardabil,IR,38.3257,48.4244
ACP,Sahand Airport,Maragheh,East Azerbaijan,IR,37.348,46.1279
PFQ,Parsabade Moghan Airport,Parsabad,Ardabil,IR,39.6036,47.8815
OMH,Urmia Airport,Urmia,Az̄arbayjan-e-Gharbi,IR,37.6681,45.0687
TBZ,Tabriz International Airport,Tabriz,East Azerbaijan,IR,38.1339,46.235
IMQ,Makou Airport,Makou,Az̄arbayjan-e-Gharbi,IR,39.33,44.43
JWN,Zanjan Airport,,Zanjan,IR,36.7737,48.3594
AZD,Shahid Sadooghi Airport,Yazd,Yazd,IR,31.9049,54.2765
ACZ,Zabol Airport,,Sistan-and-Baluchestan,IR,31.0983,61.5439
ZBR,Konarak Airport,Chabahar,Sistan-and-Baluchestan,IR,25.4433,60.3821
ZAH,Zahedan International Airport,Zahedan,Sistan-and-Baluchestan,IR,29.4757,60.9062
IHR,Iran Shahr Airport,,Sistan-and-Baluchestan,IR,27.2361,60.72
AMM,Queen Alia International Airport,Amman,Amman,JO,31.7226,35.9932
ADJ,Amman-Marka International Airport,Amman,Amman,JO,31.9727,35.9916
AQJ,Aqaba King Hussein International Airport,Aqaba,Aqaba,JO,29.6116,35.0181
OMF,King Hussein Air College,Mafraq,Mafraq,JO,32.3564,36.2592
XIJ,Ahmed Al Jaber Air Base,Ahmed Al Jaber AB,,KW,28.9348,47.7919
KWI,Kuwait International Airport,Kuwait City,,KW,29.22677,47.97995
BEY,Beirut Rafic Hariri International Airport,Beirut,Mont-Liban,LB,33.8209,35.4884
KYE,Rene Mouawad Air Base,Tripoli,Liban-Nord,LB,34.5893,36.0113
AUH,Abu Dhabi International Airport,Abu Dhabi,Abu Dhabi,AE,24.433,54.6511
AZI,Al Bateen Executive Airport,Abu Dhabi,Abu Dhabi,AE,24.4283,54.4581
AAN,Al Ain International Airport,Al Ain,Abu Dhabi,AE,24.2617,55.6092
DHF,Abu Dhabi-Al Dhafra AB Airport,Al Bihouth,Abu Dhabi,AE,24.2482,54.5477
XSB,Sir Bani Yas Airport,Sir Bani Yas,Abu Dhabi,AE,24.282196,52.582068
DXB,Dubai International Airport,Dubai,Dubai,AE,25.2528,55.3644
NHD,Al Minhad Air Base,Dubai,Dubai,AE,25.0268,55.3662
DWC,Al Maktoum International Airport,Jebel Ali,Dubai,AE,24.89667,55.16139
FJR,Fujairah International Airport,,Al-Fujayrah,AE,25.1122,56.324
RKT,Ras Al Khaimah International Airport,Ras Al Khaimah,Raʼs-al-Khaymah,AE,25.6135,55.9388
SHJ,Sharjah International Airport,Sharjah,Ash-Shariqah,AE,25.3286,55.5172
AOM,Adam Airport,Adam,Ad Dakhiliyah,OM,22.493056,57.381944
RMB,Buraimi Airport,Buraimi,Al-Buraimi,OM,24.233,55.783
DQM,Duqm International Airport,Duqm,Duqm,OM,19.5019,57.6342
FAU,Fahud Airport,Fahud,Az̧-Z̧ahirah,OM,22.35476,56.48415
RNM,Qarn Alam Airport,Ghaba,Al-Wusţa,OM,21.383,57.05
KHS,Khasab Air Base,Khasab,Musandam,OM,26.171,56.2406
LKW,Lekhwair Airport,,Az̧-Z̧ahirah,OM,22.80498,55.37337
MSH,Masirah Air Base,Masirah,Southeastern Governorate,OM,20.6754,58.8905
MCT,Muscat International Airport,Muscat,Muscat,OM,23.5933,58.2844
OMM,Marmul Airport,Marmul,Dhofar,OM,18.136,55.1821
MNH,Rustaq Airport,Al Muladdah,Al-Batinah-South,OM,23.64056,57.4875
SLL,Salalah Airport,Salalah,Dhofar,OM,17.0387,54.0913
OHS,Sohar Airport,Sohar,Al-Batinah-North,OM,24.46417,56.62833
SUH,Sur Airport,Sur,Southeastern Governorate,OM,22.533,59.483
TTH,Thumrait Air Base,Thumrait,Dhofar,OM,17.666,54.0246
AAW,Abbottabad Airport,Abbottabad,Khyber-Pakhtunkhwa,PK,34.2,73.25
BHW,Bhagatanwala Airport,Bhagatanwala,Punjab,PK,32.0561,72.9484
BNP,Bannu Airport,Bannu,Khyber-Pakhtunkhwa,PK,32.9729,70.5279
WGB,Bahawalnagar Airport,Bahawalnagar,Punjab,PK,29.9463,73.2491
BHV,Bahawalpur Airport,Bahawalpur,Punjab,PK,29.3481,71.718
CJL,Chitral Airport,Chitral,Khyber-Pakhtunkhwa,PK,35.8866,71.8006
CHB,Chilas Airport,Chilas,Gilgit-Baltistan,PK,35.4267,74.0817
DBA,Dalbandin Airport,Dalbandin,Balochistan,PK,28.8783,64.3998
DDU,Dadu Airport,Dadu,Sindh,PK,26.5545,67.6746
DEA,Dera Ghazi Khan Airport,Dera Ghazi Khan,Punjab,PK,29.961,70.4859
DSK,Dera Ismael Khan Airport,Dera Ismael Khan,Khyber-Pakhtunkhwa,PK,31.9094,70.8966
LYP,Faisalabad International Airport,Faisalabad,Punjab,PK,31.365,72.9948
GWD,Gwadar International Airport,Gwadar,Balochistan,PK,25.2333,62.3295
GIL,Gilgit Airport,Gilgit,Gilgit-Baltistan,PK,35.9188,74.3336
ISB,Islamabad International Airport,Islamabad,Punjab,PK,33.54908,72.82565
JAG,Shahbaz Air Base,Jacobabad,Sindh,PK,28.2842,68.4497
JIW,Jiwani Airport,Jiwani,Balochistan,PK,25.0678,61.8054
KHI,Jinnah International Airport,Karachi,Sindh,PK,24.9065,67.1608
HDD,Hyderabad Airport,Hyderabad,Sindh,PK,25.3181,68.3661
KDD,Khuzdar Airport,Khuzdar,Balochistan,PK,27.7906,66.6473
OHT,Kohat Airport,Kohat,Khyber-Pakhtunkhwa,PK,33.57,71.44
KCF,Kadanwari Airport,Kadanwari,Sindh,PK,27.21,69.29
LHE,Alama Iqbal International Airport,Lahore,Punjab,PK,31.5216,74.4036
LRG,Loralai Airport,Loralai,Balochistan,PK,30.3555,68.6135
XJM,Mangla Airport,Mangla,Punjab,PK,33.0501,73.6384
MFG,Muzaffarabad Airport,Muzaffarabad,Azad-Kashmir,PK,34.339,73.5086
MWD,Mianwali Air Base,Mianwali,Punjab,PK,32.5631,71.5707
MJD,Moenjodaro Airport,Moenjodaro,Sindh,PK,27.3352,68.1431
MPD,Sindhri Tharparkar Airport,Sindhri,Sindh,PK,25.6828,69.0728
MUX,Multan International Airport,Multan,Punjab,PK,30.2032,71.4191
WNS,Nawabshah Airport,Nawabash,Sindh,PK,26.2194,68.3901
NHS,Nushki Airport,Nushki,Balochistan,PK,29.539,66.0233
ORW,Ormara Airport,Ormara Raik,Balochistan,PK,25.2747,64.586
PAJ,Parachinar Airport,Parachinar,FATA,PK,33.9021,70.0716
PJG,Panjgur Airport,Panjgur,Balochistan,PK,26.9545,64.1325
PSI,Pasni Airport,Pasni,Balochistan,PK,25.2905,63.3451
PEW,Peshawar International Airport,Peshawar,Khyber-Pakhtunkhwa,PK,33.9939,71.5146
UET,Quetta International Airport,Quetta,Balochistan,PK,30.2514,66.9378
RYK,Shaikh Zaid Airport,Rahim Yar Khan,Punjab,PK,28.3839,70.2796
RAZ,Rawalakot Airport,Rawalakot,Azad-Kashmir,PK,33.8497,73.7981
SBQ,Sibi Airport,Sibi,Balochistan,PK,29.5712,67.8479
KDU,Skardu Airport,Skardu,Gilgit-Baltistan,PK,35.3355,75.536
SKZ,Sukkur Airport,Mirpur Khas,Sindh,PK,27.722,68.7917
SYW,Sehwan Sharif Airport,Sehwan Sharif,Sindh,PK,26.4731,67.7172
SGI,Mushaf Air Base,Sargodha,Punjab,PK,32.0486,72.665
SDT,Saidu Sharif Airport,Saidu Sharif,Khyber-Pakhtunkhwa,PK,34.8136,72.3528
SKT,Sialkot Airport,Sialkot,Punjab,PK,32.53556,74.36389
SUL,Sui Airport,Sui,Balochistan,PK,28.6451,69.1769
SWN,Sahiwal Airport,Sahiwal,Punjab,PK,31.88944,72.39167
TLB,Tarbela Dam Airport,Tarbela,Khyber-Pakhtunkhwa,PK,33.9861,72.6114
BDN,Talhar Airport,Badin,Sindh,PK,24.8415,68.8384
TFT,Taftan Airport,Taftan,Balochistan,PK,28.9642,61.5954
TUK,Turbat International Airport,Turbat,Balochistan,PK,25.9864,63.0302
WAF,Wana Airport,Waana,FATA,PK,32.3047,69.5704
PZH,Zhob Airport,Fort Sandeman,Balochistan,PK,31.3584,69.4636
IQA,Al Asad Air Base,Hit,Anbar,IQ,33.7856,42.4412
TQD,Al Taqaddum Air Base,Al Habbaniyah,Anbar,IQ,33.3381,43.5971
BMN,Bamarni Airport,Bamarni,Dahuk,IQ,37.0988,43.2666
BGW,Baghdad International Airport,Baghdad,Baghdad,IQ,33.2625,44.2346
OSB,Mosul International Airport,Mosul,Ninawa,IQ,36.3058,43.1474
EBL,Erbil International Airport,Arbil,Arbil,IQ,36.2376,43.9632
KIK,Kirkuk Air Base,Kirkuk,Kirkuk,IQ,35.4695,44.3489
BSR,Basrah International Airport,Basrah,Basra,IQ,30.5491,47.6621
NJF,Al Najaf International Airport,Najaf,Najaf Governorate,IQ,31.98972,44.40417
RQW,Qayyarah West Airport,Qayyarah,Ninawa,IQ,35.7672,43.1251
ISU,Sulaymaniyah International Airport,Sulaymaniyah,As-Sulaymaniyah,IQ,35.56175,45.31674
ALP,Aleppo International Airport,Aleppo,Aleppo,SY,36.1807,37.2244
DAM,Damascus International Airport,Damascus,Rif-dimashq,SY,33.4115,36.5156
DEZ,Deir ez-Zor Airport,Deir ez-Zor,Deir-ez-Zor,SY,35.2854,40.176
KAC,Kamishly Airport,Kamishly,Al-Hasakah,SY,37.0206,41.1914
LTK,Bassel Al-Assad International Airport,Latakia,Latakia,SY,35.4011,35.9487
PMS,Palmyra Airport,,Homs,SY,34.5574,38.3169
DIA,Doha International Airport,Doha,Baladiyat-ad-Dawḩah,QA,25.2611,51.5651
IUD,Al Udeid Air Base,Ar Rayyan,Baladiyat-ar-Rayyan,QA,25.1173,51.315
DOH,Hamad International Airport,Doha,Baladiyat-ad-Dawḩah,QA,25.26059,51.61377
ADE,Aden International Airport,Aden,Aden,YE,12.8295,45.0288
EAB,Abs Airport,Abs,Hajjah,YE,16.011111,43.177778
AXK,Ataq Airport,,Shabwah,YE,14.5513,46.8262
BYD,Al-Bayda Airport,Al-Bayda,Al-Bayda-Governorate,YE,13.967,45.583
AAY,Al Ghaidah International Airport,,Al-Mahrah,YE,16.1917,52.175
HOD,Hodeidah International Airport,Hodeida,Al-Hudaydah,YE,14.753,42.9763
MYN,Mareb Airport,Mareb,Ma’rib,YE,15.4692,45.3269
RIY,Mukalla International Airport,Riyan,Muḩafaz̧at-Ḩaḑramawt,YE,14.6626,49.375
SAH,Sana'a International Airport,Sana'a,Amanat-Al-Asimah,YE,15.4763,44.2197
SCT,Socotra International Airport,Socotra Islands,Soqatra,YE,12.6307,53.9058
GXF,Sayun International Airport,Sayun,Muḩafaz̧at-Ḩaḑramawt,YE,15.9661,48.7883
TAI,Ta'izz International Airport,Ta'izz,Ta‘izz,YE,13.686,44.1391
AKB,Atka Airport,Atka,Alaska,US,52.22058,-174.20619
PML,Port Moller Airport,Cold Bay,Alaska,US,56.00599,-160.56079
PAQ,"Warren ""Bud"" Woods Palmer Municipal Airport",Palmer,Alaska,US,61.59492,-149.08872
ATU,Casco Cove Cgs Airport,Attu,Alaska,US,52.83254,173.17555
BTI,Barter Island Airport,Barter Island,Alaska,US,70.11311,-143.65361
BET,Bethel Airport,Bethel,Alaska,US,60.77856,-161.83717
BVU,Beluga Airport,Beluga,Alaska,US,61.17296,-151.04542
BIG,Allen Army Air Field,Delta Junction Ft Greely,Alaska,US,63.99517,-145.72006
BKC,Buckland Airport,Buckland,Alaska,US,65.98156,-161.14914
BMX,Big Mountain Airport,Big Mountain,Alaska,US,59.36125,-155.25882
BRW,Wiley Post-Will Rogers Memorial Airport,Utqiagvik,Alaska,US,71.28486,-156.76858
BTT,Bettles Airport,Bettles,Alaska,US,66.91394,-151.52906
CDB,Cold Bay Airport,Cold Bay,Alaska,US,55.20592,-162.72625
CEM,Central Airport,Central,Alaska,US,65.57394,-144.78089
CHU,Chuathbaluk Airport,Chuathbaluk,Alaska,US,61.57906,-159.21564
CIK,Chalkyitsik Airport,Chalkyitsik,Alaska,US,66.64503,-143.73989
CKD,Crooked Creek Airport,Crooked Creek,Alaska,US,61.87112,-158.13796
CYF,Chefornak Airport,Chefornak,Alaska,US,60.13681,-164.27906
SCM,Scammon Bay Airport,Scammon Bay,Alaska,US,61.84454,-165.57375
IRC,Circle City Airport,Circle,Alaska,US,65.82792,-144.0762
WSF,Cape Sarichef Airport,Cape Sarichef,Alaska,US,54.58243,-164.91448
CDV,Merle K (Mudhole) Smith Airport,Cordova,Alaska,US,60.49164,-145.47756
CXF,Coldfoot Airport,Coldfoot,Alaska,US,67.25217,-150.20391
CZF,Cape Romanzof Lrrs Airport,Cape Romanzof,Alaska,US,61.78102,-166.03958
DRG,Deering Airport,Deering,Alaska,US,66.06911,-162.76706
RDB,Red Dog Airport,Red Dog,Alaska,US,68.03211,-162.89919
ADK,Adak Airport,Adak Island,Alaska,US,51.88358,-176.64248
DLG,Dillingham Airport,Dillingham,Alaska,US,59.04467,-158.5055
MLL,Marshall Don Hunter Sr Airport,Marshall,Alaska,US,61.86417,-162.02611
ADQ,Kodiak Airport,Kodiak,Alaska,US,57.74979,-152.49394
DUT,Unalaska Airport,Unalaska,Alaska,US,53.89894,-166.54503
KKH,Kongiganak Airport,Kongiganak,Alaska,US,59.96163,-162.88059
EDF,Elmendorf Afb Airport,Anchorage,Alaska,US,61.25135,-149.80653
EEK,Eek Airport,Eek,Alaska,US,60.21369,-162.04389
EAA,Eagle Airport,Eagle,Alaska,US,64.77808,-141.14961
EHM,Cape Newenham Lrrs Airport,Cape Newenham,Alaska,US,58.64815,-162.0638
EIL,Eielson Afb Airport,Fairbanks,Alaska,US,64.66564,-147.10144
EMK,Emmonak Airport,Emmonak,Alaska,US,62.78614,-164.49075
ENA,Kenai Municipal Airport,Kenai,Alaska,US,60.57328,-151.24483
WWT,Mertarvik Airport,Mertarvik,Alaska,US,60.8,-164.5
FAI,Fairbanks International Airport,Fairbanks,Alaska,US,64.81536,-147.85667
FBK,Ladd Army Air Field,Fairbanks/Ft Wainwright,Alaska,US,64.83761,-147.61449
ABL,Ambler Airport,Ambler,Alaska,US,67.1062,-157.85716
FRN,Bryant Army Air Field,Fort Richardson (Anchorage),Alaska,US,61.2659,-149.65331
NIB,Nikolai Airport,Nikolai,Alaska,US,63.01856,-154.35844
GAL,Edward G Pitka Sr Airport,Galena,Alaska,US,64.73619,-156.93455
GBH,Galbraith Lake Airport,Galbraith Lake,Alaska,US,68.47967,-149.48992
KWK,Kwigillingok Airport,Kwigillingok,Alaska,US,59.87569,-163.16809
SHG,Shungnak Airport,Shungnak,Alaska,US,66.88808,-157.16242
GKN,Gulkana Airport,Gulkana,Alaska,US,62.15433,-145.45529
GLV,Golovin Airport,Golovin,Alaska,US,64.55046,-163.00717
GAM,Gambell Airport,Gambell,Alaska,US,63.76662,-171.73278
AGN,Angoon Seaplane Base,Angoon,Alaska,US,57.503611,-134.585
BGQ,Big Lake Airport,Big Lake,Alaska,US,61.53468,-149.81255
GST,Gustavus Airport,Gustavus,Alaska,US,58.42528,-135.70742
NME,Nightmute Airport,Nightmute,Alaska,US,60.46917,-164.70404
KGX,Grayling Airport,Grayling,Alaska,US,62.89209,-160.0664
SGY,Skagway Airport,Skagway,Alaska,US,59.4602,-135.31686
GMT,Granite Mountain Air Station,Granite Mountain,Alaska,US,65.4,-161.3
HCR,Holy Cross Airport,Holy Cross,Alaska,US,62.18831,-159.77494
HSL,Huslia Airport,Huslia,Alaska,US,65.69786,-156.35139
HNS,Haines Airport,Haines,Alaska,US,59.24383,-135.52354
HOM,Homer Airport,Homer,Alaska,US,59.64499,-151.48581
HPB,Hooper Bay Airport,Hooper Bay,Alaska,US,61.52387,-166.14662
HUS,Hughes Airport,Hughes,Alaska,US,66.03908,-154.26469
SHX,Shageluk Airport,Shageluk,Alaska,US,62.69231,-159.56922
IGG,Igiugig Airport,Igiugig,Alaska,US,59.32404,-155.90177
EGX,Egegik Airport,Egegik,Alaska,US,58.18549,-157.37543
IAN,Bob Baker Memorial Airport,Kiana,Alaska,US,66.97618,-160.4386
ILI,Iliamna Airport,Iliamna,Alaska,US,59.75558,-154.91775
UTO,Indian Mountain Lrrs Airport,Utopia Creek,Alaska,US,65.99277,-153.70349
MCL,Mc Kinley Ntl Park Airport,Mckinley Park,Alaska,US,63.7326,-148.91064
WAA,Wales Airport,Wales,Alaska,US,65.62256,-168.09497
KCG,Chignik Airport,Chignik,Alaska,US,56.31146,-158.37324
JNU,Juneau International Airport,Juneau,Alaska,US,58.35471,-134.57847
KGK,Koliganek Airport,Koliganek,Alaska,US,59.72675,-157.26025
TEK,Tatitlek Airport,Tatitlek,Alaska,US,60.87239,-146.69117
KDK,Kodiak Municipal Airport,Kodiak,Alaska,US,57.80592,-152.37384
KFP,False Pass Airport,False Pass,Alaska,US,54.84786,-163.40711
AKK,Akhiok Airport,Akhiok,Alaska,US,56.93869,-154.18256
KPN,Kipnuk Airport,Kipnuk,Alaska,US,59.93161,-164.02811
KKA,Koyuk Alfred Adams Airport,Koyuk,Alaska,US,64.93953,-161.15428
LKK,Kulik Lake Airport,Kulik Lake,Alaska,US,58.96501,-155.09561
AKN,King Salmon Airport,King Salmon,Alaska,US,58.67649,-156.64869
IKO,Nikolski Air Station,Nikolski,Alaska,US,52.9,-168.8
AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,Alaska,US,68.13361,-151.74333
KTN,Ketchikan International Airport,Ketchikan,Alaska,US,55.35408,-131.71122
UUK,Ugnu-Kuparuk Airport,Kuparuk,Alaska,US,70.33067,-149.59806
KAL,Kaltag Airport,Kaltag,Alaska,US,64.31898,-158.74131
KLW,Klawock Airport,Klawock,Alaska,US,55.57922,-133.076
KYK,Karluk Airport,Karluk,Alaska,US,57.56606,-154.45381
KLN,Larsen Bay Airport,Larsen Bay,Alaska,US,57.53508,-153.97667
KLG,Kalskag Airport,Kalskag,Alaska,US,61.53597,-160.34558
WCR,Chandalar Lake Airport,Chandalar Lake,Alaska,US,67.50452,-148.48322
TLT,Tuluksak Airport,Tuluksak,Alaska,US,61.08773,-160.92335
LUR,Cape Lisburne Lrrs Airport,Cape Lisburne,Alaska,US,68.87513,-166.11108
KMO,Manokotak Airport,Manokotak,Alaska,US,58.93206,-158.90189
MCG,Mc Grath Airport,Mc Grath,Alaska,US,62.95278,-155.60705
MDO,Middleton Island Airport,Middleton Island,Alaska,US,59.44994,-146.30724
LMA,Minchumina Airport,Minchumina,Alaska,US,63.88597,-152.30183
SMK,St Michael Airport,St Michael,Alaska,US,63.49006,-162.11039
MLY,Manley Hot Springs Airport,Manley Hot Springs,Alaska,US,64.98794,-150.64758
MOU,Mountain Village Airport,Mountain Village,Alaska,US,62.09478,-163.68286
MRI,Merrill Field,Anchorage,Alaska,US,61.2,-149.8
MXY,Mccarthy Airport,Mccarthy,Alaska,US,61.43782,-142.9025
MYU,Mekoryuk Airport,Mekoryuk,Alaska,US,60.37239,-166.27019
WNA,Napakiak Airport,Napakiak,Alaska,US,60.69033,-161.9785
ANC,Ted Stevens Anchorage International Airport,Anchorage,Alaska,US,61.17408,-149.99814
ANI,Aniak Airport,Aniak,Alaska,US,61.58141,-159.5453
ENN,Nenana Municipal Airport,Nenana,Alaska,US,64.5473,-149.07393
NNL,Nondalton Airport,Nondalton,Alaska,US,59.98023,-154.83917
ANN,Annette Island Airport,Annette,Alaska,US,55.04229,-131.5709
NUL,Nulato Airport,Nulato,Alaska,US,64.72933,-158.07422
ANV,Anvik Airport,Anvik,Alaska,US,62.64733,-160.19006
KNW,New Stuyahok Airport,New Stuyahok,Alaska,US,59.45153,-157.37317
